#hashtags;application-site
SendSMSnow;application-site
Sendspace;application-site
Sendspace-download;application-site
Sendspace-upload;application-site
SendThisFile;application-site
SendThisFile-upload;application-site
SendToPerson;application-site
Senduit;application-site
sendvid;application-site
sendvid-upload;application-site
SendYourFiles;application-site
Senior Passions;application-site
Sensis Web Crawler;application-site
Sentinel License Manager;application-site
SEOChat;application-site
Serbia Classification Terms;CpmiWordsDataType
Serbia IBAN;CpmiPatternDataType
Sermo;application-site
Servage Robot;application-site
Server Message Block (SMB)-print;application-site
Server Message Block (SMB)-write;application-site
Server Message Block v1 (SMBv1);application-site
Server Message Block v2 (SMBv2);application-site
Server Message Block v3 (SMBv3);application-site
Server/Application State Protocol (SASP);application-site
ServiceNow;application-site
SessMe;application-site
SetupVPN;application-site
Severedbytes.net;application-site
Sex;application-site-category
Sex Education;application-site-category
SeznamBot;application-site
Sfax;application-site
sFlow;application-site
sfnetworking;application-site
Shaadi.com;application-site
Shaaditimes.com;application-site
ShablastBot;application-site
shaboyi spider;application-site
Shadow File;CpmiPatternDataType
Shadowsocks;application-site
Shadyshell;service-tcp
Shapefile;CpmiGroupDataType
Share;application-site
Share-Online.biz;application-site
share1t.com;application-site
Shareapic;application-site
Shareator;application-site
Shareaza;application-site
Sharebee.com;application-site
Sharebig.com;application-site
Sharebox;application-site
ShareDix;application-site
ShareFile;application-site
ShareFile-download;application-site
ShareFile-editing;application-site
ShareFile-sharing;application-site
ShareFile-upload;application-site
ShareFire;application-site
Sharegroundz.com;application-site
shareit;application-site
Sharenload;application-site
SharePoint;application-site
SharePoint-admin;application-site
SharePoint-blog-posting;application-site
SharePoint-calendar;application-site
SharePoint-documents;application-site
SharePoint-online;application-site
SharePoint-online-download;application-site
SharePoint-online-posting;application-site
SharePoint-online-upload;application-site
SharePoint-wiki;application-site
Sharereactor.ru;application-site
Sharetastic;application-site
sharethis;application-site
Sharetrip;application-site
Sharevault;application-site
Sharevault-download;application-site
Sharevault-upload;application-site
Sharing Matrix;application-site
SharpReader;application-site
sharpVoice;application-site
Shavlik Protect;application-site
Shaw Webmail;application-site
Shazam;application-site
SheenBot;application-site
Shelfari;application-site
shell;service-tcp
Shenzhen Stuff;application-site
ShhTwitter;application-site
ShiftPlanning-download;application-site
ShiftPlanning-upload;application-site
ShiftSpace;application-site
Shim-Crawler;application-site
SHIM6;application-site
shinGETsu;application-site
Shinhan;application-site
Shining Stars;application-site
Shipment Tracking Number;CpmiGroupDataType
Shipping Information;CpmiCompoundDataType
Shipping Information Terms;CpmiWeightedWordsDataType
Shodan;application-site
Shoebox;application-site
Shomi;application-site
Shomi-streaming;application-site
Shootback TCP tunnel;application-site
Shoppero;application-site
Shopping;application-site-category
Shopping;application-site-category
Short Message Peer to Peer;application-site
Shoula robot;application-site
Shout'Em;application-site
SHOUTcast;application-site
shoutem;application-site
ShoutLife.com;application-site
Show Assets;Script
Show Configuration;Script
Show OS Info;Script
Show Policy Status;Script
ShowDocument.com;application-site
ShowHype;application-site
ShowMyPC;application-site
Showtime;application-site
SHP or SHX File;CpmiPatternDataType
Shrook;application-site
Shufl;application-site
Shutterfly;application-site
Shutterfly Express;application-site
Shutterfly-download;application-site
Shutterfly-streaming;application-site
Shutterfly-upload;application-site
Shutterstock;application-site
Shutterstock-download;application-site
Shutterstock-upload;application-site
shwup;application-site
shypassions;application-site
Siambit.com;application-site
SIC-TCP;service-tcp
SideReel;application-site
Sidobot;application-site
Siebel CRM;application-site
Siebel Portal Framework;application-site
Siebel Synchronization Manager;application-site
Sighost;application-site
SightSpeed;application-site
SigMirror;application-site
Signal;application-site
SignEasy;application-site
Signiant;application-site
Signiant Media Exchange;application-site
Signiant-file transfer;application-site
Signnow;application-site
SILC Client;application-site
Silent Circle;application-site
silk;application-site
Silo;application-site
Silverlight;application-site
SIM Serial Number - ICC-ID;CpmiPatternDataType
Simler;application-site
Simple Chat;application-site
Simple Chat-file transfer;application-site
Simple Desktop;application-site
Simple Fixed Message Protocol (SFMP);application-site
Simple Instant Messenger;application-site
Simple Object Access Protocol;application-site
Simple Transportation Management Protocol (STMP);application-site
SimpleHelp;application-site
Simplenote;application-site
Simpleupload.net;application-site
Simplite-msn;application-site
Simpson College Football Alum;application-site
Simpy;application-site
Sina Services;application-site
Sina-blogging;application-site
Sina-Mail;application-site
Sina-Weibo;application-site
Sina-Weibo-posting;application-site
SindiceBot;application-site
Singapore Classification Terms;CpmiWordsDataType
Singapore NRIC Number;CpmiPatternDataType
sip;service-udp
SIP Communicator;application-site
SIP-messaging;application-site
sip-tcp;service-tcp
sip_any;service-udp
sip_any-tcp;service-tcp
sip_dynamic_ports;service-other
sip_tls_authentication;service-tcp
sip_tls_not_inspected;service-tcp
SipCLI;application-site
SIPVicious;application-site
Sirius XM Radio;application-site
Sirketcebot;application-site
SIT;service-other
SIT_with_Intra_Tunnel_Inspection;service-other
Sitara;service-other
Site24x7;application-site
SiteCapture;application-site
SiteCrawler;application-site
SiteOrbiter;application-site
SiteSucker;application-site
siteTweet;application-site
SiteWinder;application-site
SixDegrees;application-site
Sixent;application-site
SixXS;application-site
SizableSend.com;application-site
SJPG Uploader;application-site
Skimbit;application-site
Skimmer;application-site
Skinny Client Control Protocol (SCCP);application-site
SKIP;service-other
skipfish;application-site
skogsnorge;application-site
Skout;application-site
skrbl;application-site
SkreemR;application-site
Sky Go;application-site
SkyDance-T;service-tcp
Skydur;application-site
Skype;application-site
Skype for Business (Lync);application-site
Skype for Business (Lync)-sharing;application-site
Skype for Business (Lync)-video and voip;application-site
Skyrock;application-site
Skytap;application-site
SkyVPN;application-site
skyZIP;application-site
Slack;application-site
Slack-audio;application-site
Slack-chat;application-site
Slack-download;application-site
Slack-upload;application-site
slacker;application-site
SlashDock;application-site
SlateBox;application-site
SlavaNap;application-site
SlickVPN;application-site
SlideME;application-site
SlideRocket;application-site
SlideShare;application-site
SlideShare-upload;application-site
Slifeshare;application-site
Slim;application-site
Sling TV;application-site
Slingbox;application-site
SlingFile;application-site
Sloog;application-site
Slovakia Classification Terms;CpmiWordsDataType
Slovakia IBAN;CpmiPatternDataType
Slovenia Classification Terms;CpmiWordsDataType
Slovenia IBAN;CpmiPatternDataType
Slovenia National Identity Number;CpmiPatternDataType
Slovenia VAT Number;CpmiPatternDataType
SLP;application-site
SLurl;application-site
Smallpdf-download;application-site
Smallpdf-upload;application-site
Smallworlds;application-site
Smart Bridgit;application-site
Smartfile;application-site
Smartsheet;application-site
Smartsheet-upload;application-site
SmartyBot;application-site
Smartystreets;application-site
Smashing Darling;application-site
smb;service-tcp
smb-udp;service-udp
Smilebox;application-site
Smiley Central;application-site
SmithRobot;application-site
Smoking Passions;application-site
Smotri;application-site
SMPlayer;application-site
SMS Tools;application-site-category
smtp;service-tcp
SMTP over TLS;application-site
smtp_mapped;service-other
SMTPS;service-tcp
Smugmug;application-site
SmugMug-download;application-site
SNA protocol;application-site
Snackr;application-site
Snaggys;application-site
Snapatar;application-site
Snapbot;application-site
Snapchat;application-site
SnapDrive;application-site
Snapfish;application-site
SnapGalaxy;application-site
snapmania;application-site
SnapMirror;application-site
SnapPages;application-site
SnapStream TV Trends;application-site
SnapVPN;application-site
Snarfer;application-site
SNC for SAP NetWeaver;application-site
Snick.me;application-site
Snipt;application-site
snmp;service-udp
SNMP Get Request NTCIP1206 DMS Messages;application-site
SNMP Get Request NTCIP1206 Experimental Objects;application-site
SNMP Get Request NTCIP1206 Management Objects;application-site
SNMP Get Request NTCIP1206 Private Objects;application-site
SNMP Get Request NTCIP1206 Transportation ADUS Objects;application-site
SNMP Get Request NTCIP1206 Transportation Devices ASC Objects;application-site
SNMP Get Request NTCIP1206 Transportation Devices CCTV Objects;application-site
SNMP Get Request NTCIP1206 Transportation Devices cctvSwitch Objects;application-site
SNMP Get Request NTCIP1206 Transportation Devices DCM Objects;application-site
SNMP Get Request NTCIP1206 Transportation Devices DMS Objects;application-site
SNMP Get Request NTCIP1206 Transportation Devices ELMS Objects;application-site
SNMP Get Request NTCIP1206 Transportation Devices ESS Objects;application-site
SNMP Get Request NTCIP1206 Transportation Devices Global Objects;application-site
SNMP Get Request NTCIP1206 Transportation Devices networkCamera Objects;application-site
SNMP Get Request NTCIP1206 Transportation Devices RAMP Objects;application-site
SNMP Get Request NTCIP1206 Transportation Devices SCP Objects;application-site
SNMP Get Request NTCIP1206 Transportation Devices SSM Objects;application-site
SNMP Get Request NTCIP1206 Transportation Devices TSS Objects;application-site
SNMP Get Request NTCIP1206 Transportation Protocol Application Layer Objects;application-site
SNMP Get Request NTCIP1206 Transportation Protocol Chap Layer Objects;application-site
SNMP Get Request NTCIP1206 Transportation Protocol dynObjMgmt Objects;application-site
SNMP Get Request NTCIP1206 Transportation Protocol Layers Objects;application-site
SNMP Get Request NTCIP1206 Transportation Protocol Modem Layer Objects;application-site
SNMP Get Request NTCIP1206 Transportation Protocol NTCIPTraps Objects;application-site
SNMP Get Request NTCIP1206 Transportation Protocol Profiles Objects;application-site
SNMP Get Request NTCIP1206 Transportation TCIP Objects;application-site
SNMP Get Request NTCIP1206 Transportation TMDD Objects;application-site
SNMP Set Request NTCIP1206 DMS Messages;application-site
SNMP Set Request NTCIP1206 Experimental Objects;application-site
SNMP Set Request NTCIP1206 Management Objects;application-site
SNMP Set Request NTCIP1206 Private Objects;application-site
SNMP Set Request NTCIP1206 Transportation ADUS Objects;application-site
SNMP Set Request NTCIP1206 Transportation Devices ASC Objects;application-site
SNMP Set Request NTCIP1206 Transportation Devices CCTV Objects;application-site
SNMP Set Request NTCIP1206 Transportation Devices cctvSwitch Objects;application-site
SNMP Set Request NTCIP1206 Transportation Devices DCM Objects;application-site
SNMP Set Request NTCIP1206 Transportation Devices DMS Objects;application-site
SNMP Set Request NTCIP1206 Transportation Devices ELMS Objects;application-site
SNMP Set Request NTCIP1206 Transportation Devices ESS Objects;application-site
SNMP Set Request NTCIP1206 Transportation Devices Global Objects;application-site
SNMP Set Request NTCIP1206 Transportation Devices networkCamera Objects;application-site
SNMP Set Request NTCIP1206 Transportation Devices RAMP Objects;application-site
SNMP Set Request NTCIP1206 Transportation Devices SCP Objects;application-site
SNMP Set Request NTCIP1206 Transportation Devices SSM Objects;application-site
SNMP Set Request NTCIP1206 Transportation Devices TSS Objects;application-site
SNMP Set Request NTCIP1206 Transportation Protocol Application Layer Objects;application-site
SNMP Set Request NTCIP1206 Transportation Protocol Chap Layer Objects;application-site
SNMP Set Request NTCIP1206 Transportation Protocol dynObjMgmt Objects;application-site
SNMP Set Request NTCIP1206 Transportation Protocol Layers Objects;application-site
SNMP Set Request NTCIP1206 Transportation Protocol Modem Layer Objects;application-site
SNMP Set Request NTCIP1206 Transportation Protocol NTCIPTraps Objects;application-site
SNMP Set Request NTCIP1206 Transportation Protocol Profiles Objects;application-site
SNMP Set Request NTCIP1206 Transportation TCIP Objects;application-site
SNMP Set Request NTCIP1206 Transportation TMDD Objects;application-site
snmp-read;service-udp
Snmp-Read-Only;service-other
snmp-tcp;service-tcp
snmp-trap;service-udp
SNMPv1 Get Next Request;application-site
SNMPv1 Get Request;application-site
SNMPv1 Get Response;application-site
SNMPv1 Set Request;application-site
SNMPv3;application-site
snmpXdmid;service-rpc
SNOW;application-site
Snowtape;application-site
SNPP Protocol;application-site
SNS Eazy;application-site
Social Article;application-site
Social Networking;application-site-category
Social Networking;application-site-category
Social Plugins;application-site-category
Social Plugins;application-site-category
Social Shots;application-site
Socialcam;application-site
SocialGO;application-site
SocialGrid;application-site
Socialight;application-site
socialmediaclub;application-site
SocialSpider-Finder;application-site
socialsplash;application-site
Socialtext;application-site
SocialVibe;application-site
SocioTown;application-site
SocketsdesTroie;service-tcp
Socks Protocol;application-site
Socks2HTTP;application-site
SockShare;application-site
SocksOnline;application-site
Sococo Team Space;application-site
Socrata;application-site
Soda.PDF-download;application-site
Soda.PDF-upload;application-site
SoftEther VPN;application-site
SoftLayer;application-site
Softmupparna.net;application-site
Softros LAN Messenger;application-site
Softros LAN Messenger-file transfer;application-site
Software Downloads;application-site-category
Software Downloads;application-site-category
Software Express SiTef;application-site
Software Informer;application-site
Software Update;application-site-category
Software Update;application-site-category
Sogou Map;application-site
Sogou spider;application-site
Sohu;application-site
Sohu video-upload;application-site
Sohu Weibo;application-site
Sohu Weibo-posting;application-site
Sohu Weibo-upload image;application-site
Sohu-chat;application-site
Sohu-video;application-site
SolarWinds;application-site
SolarWinds-npm;application-site
SolarWinds-sam;application-site
Solidfiles;application-site
Solidfiles-download;application-site
Solidfiles-upload;application-site
SolidWorks Files;CpmiPatternDataType
Solodox;application-site
Solow;application-site
SongBird;application-site
Songza;application-site
SonicFile;application-site
Sonico;application-site
Sonork EIM;application-site
Soonr-download;application-site
Soonr-upload;application-site
Sopcast;application-site
Sophos-live protection;application-site
Sophos-Remote Management System;application-site
Sophos-update;application-site
Soribada;application-site
SortSite;application-site
SOS Online Backup;application-site
SOS Online Backup-download;application-site
Sosius;application-site
Sosoimagespider;application-site
Sosospider;application-site
SoulSeek;application-site
SoundCloud;application-site
SoundCloud-download;application-site
SoundCloud-upload;application-site
Soundpedia;application-site
SoupBinTCP protocol;application-site
Source Code;CpmiGroupDataType
Source Code - ActionScript;CpmiWeightedWordsDataType
Source Code - ASP;CpmiWeightedWordsDataType
Source Code - ASP dot NET;CpmiWeightedWordsDataType
Source Code - C or CPP;CpmiWeightedWordsDataType
Source Code - C Sharp;CpmiWeightedWordsDataType
Source Code - FORTRAN;CpmiWeightedWordsDataType
Source Code - JAVA;CpmiWeightedWordsDataType
Source Code - JavaScript;CpmiDictionaryDataType
Source Code - MATLAB;CpmiWeightedWordsDataType
Source Code - Perl;CpmiWeightedWordsDataType
Source Code - Python;CpmiWeightedWordsDataType
Source Code - SAP;CpmiCompoundDataType
Source Code - Scripts;CpmiGroupDataType
Source Code - Shell Script;CpmiWeightedWordsDataType
Source Code - VBScript;CpmiDictionaryDataType
Source Code - Visual Basic;CpmiWeightedWordsDataType
Source Movies Lite;application-site
source-quench;service-icmp
SourceForge;application-site
SourceForge-web-upload;application-site
South Africa Classification Terms;CpmiWordsDataType
southerndiva;application-site
spactor.com;application-site
Spain Classification Terms;CpmiWordsDataType
Spain EU Data Protection Directive;CpmiCompoundDataType
Spain IBAN;CpmiPatternDataType
Spain Names and Surnames;CpmiCompoundDataType
Spain National Identity Numbers;CpmiPatternDataType
Spain Personal Information Headers;CpmiDictionaryDataType
Spain Personal Names;CpmiDictionaryDataType
Spain Phone Numbers;CpmiPatternDataType
Spain Surnames;CpmiDictionaryDataType
Spain Therapists Network;application-site
Spain VAT Number;CpmiPatternDataType
Spam;application-site-category
SpamAssassin;application-site
SPAMfighter;application-site
SPAMfighter-update;application-site
Spark;application-site
Spatorrent.com;application-site
Spaz;application-site
SpeakerDeck;application-site
SpeakerDeck-upload;application-site
SpeedBit Video Accelerator;application-site
Speedof.me;application-site
Speedshare.org;application-site
Speedtest.net;application-site
Speedy P2P Movie Finder;application-site
Speedy Spider;application-site
Speedyshare;application-site
Spicebird;application-site
SpiderOak;application-site
Spidvid;application-site
Spik;application-site
Spinscape;application-site
SplashID Safe;application-site
Splashtop Remote;application-site
SPlayer;application-site
Splitweet;application-site
Splunk;application-site
Spock Crawler;application-site
Spoke;application-site
SpokeSpider;application-site
Sponsored Tweets;application-site
Spontania;application-site
Sport-scene.net;application-site
Sports;application-site-category
Sports;application-site-category
Sports Passions;application-site
Sportsvite;application-site
spotflux;application-site
Spotify;application-site
Spotnet;application-site
Spread-it;application-site
Spreadsheet File;CpmiFileDataType
Spreadsheet or CSV File;CpmiGroupDataType
Spreed;application-site
SpringCM;application-site
SpringCM-download;application-site
SpringCM-upload;application-site
Springloops;application-site
SproutSocial;application-site
SPS;application-site
Spy My Cell;application-site
spy2mobile;application-site
SpyHuman;application-site
Spynova.net;application-site
Spyware / Malicious Sites;application-site-category
Spyware / Malicious Sites;application-site-category
SQL Queries;CpmiWeightedWordsDataType
sqlnet1;service-tcp
sqlnet2;service-group
sqlnet2-1521;service-tcp
sqlnet2-1525;service-tcp
sqlnet2-1526;service-tcp
Square register;application-site
Squawkin;application-site
Squid_NTLM;service-tcp
Squidoo;application-site
Squirrel Mail;application-site
Sqworm;application-site
srvdir;application-site
SSCOPMCE;application-site
SSDP;application-site
ssh;service-tcp
SSH Private Key;CpmiWordsDataType
ssh_version_2;service-tcp
SSL or Privacy Enhanced Mail Certificate;CpmiWordsDataType
SSL v3 Only;application-site
ssl_v2;service-tcp
ssl_v3;service-tcp
Stackify;application-site
StackRambler;application-site
Staction;application-site
stagevu;application-site
STANAG 4406 Military Messaging;application-site
STANAG 4406 Military Messaging - P1 Message;application-site
STANAG 4406 Military Messaging - P772 Message;application-site
STANAG 5066;application-site
Standard Interchange Protocol v2;application-site
Star Downloader;application-site
Star Messenger;application-site
Star VPN;application-site
StarCraft II;application-site
Stardoll;application-site
Startmail;application-site
Starz;application-site
Stash;application-site
statd;service-rpc
StatusNet;application-site
Stay Invisible;application-site
STD Passions;application-site
Stealth Tactics;application-site-category
StealthNet;application-site
Stealthy;application-site
Steam;application-site
steekR;application-site
SteekUP;application-site
Steganos Internet Anonym VPN;application-site
Stickam;application-site
Stitch;application-site
Stitcher;application-site
Stixy;application-site
Stmusic.org;application-site
Stocks;application-site
StockStar;application-site
Stocktwits;application-site
Stocktwits-posting;application-site
STOMP Protocol;application-site
StoneBeat;service-group
StoneBeat-Control;service-tcp
StoneBeat-Daemon;service-tcp
stopbadware;application-site
STORAGE.to;application-site
Store & Serve;application-site
StoreGate;application-site
Storepals;application-site
StoreWith;application-site
Storify;application-site
Storify-posting;application-site
Storix;application-site
StoryMash;application-site
Stratum mining protocol;application-site
Straw;application-site
Strayk;application-site
Streamaudio;application-site
Streambox;application-site
Streamfile;application-site
Streamick;application-site
StreamingTVEpisodes;application-site
StreamTheWorld;application-site
streamtuner;application-site
Streetchat;application-site
Strongspace;application-site
StrongVPN;application-site
Strood Conservatives;application-site
Student;application-site
Student Grades - GPA;CpmiDictionaryDataType
Student Grades - Letters;CpmiDictionaryDataType
StudiVZ;application-site
StumbleUpon;application-site
STUN Protocol;application-site
Stweet;application-site
Stylehive;application-site
Sub7;application-site
Sublight;application-site
SubSeven;service-tcp
SubSeven-G;service-tcp
Suburban Council Boys Volleyball;application-site
Subversion;application-site
Subversion-upload;application-site
Success Page;CpmiDlpUserCheckInteractionScheme
Successfully Discarded;CpmiDlpUserCheckInteractionScheme
Sudoku Junction;application-site
SugarCRM;application-site
Sugarsync;application-site
Sumimasen Spider;application-site
SUMo;application-site
Sumo Backup;application-site
Sumologic;application-site
Sumologic-upload;application-site
SumRando VPN;application-site
Sums of Money;CpmiPatternDataType
Sun Download Manager;application-site
SunRPC;application-site
Sunsilk;application-site
Super File Hosting;application-site
Super Internet TV;application-site
Supercell games (Clash of Clans);application-site
Supernovatube;application-site
SuperPagesBot;application-site
SuperPagesUrlVerifyBot;application-site
SuperVPN;application-site
Supload;application-site
Supremo;application-site
SurDoc;application-site
Suresome;application-site
SurfEasy;application-site
Surfing Passions;application-site
SurfMaster;application-site
SurfOffline;application-site
Surrogafier;application-site
SurveyBot;application-site
Surveymonkey;application-site
Survs;application-site
Suspicious Content;application-site-category
SVT Play;application-site
Swapaskill;application-site
Swappernet;application-site
SwarmPlayer;application-site
Sway;application-site
Sweden Classification Terms;CpmiWordsDataType
Sweden Corporate Identification Numbers;CpmiPatternDataType
Sweden EU Data Protection Directive;CpmiCompoundDataType
Sweden IBAN;CpmiPatternDataType
Sweden Names and Surnames;CpmiCompoundDataType
Sweden Personal Information Headers;CpmiDictionaryDataType
Sweden Personal Names;CpmiDictionaryDataType
Sweden Social Security Numbers;CpmiPatternDataType
Sweden Surnames;CpmiDictionaryDataType
Sweden VAT Number;CpmiPatternDataType
Sweden Vehicle Registration Plates;CpmiPatternDataType
Sweden Zip Codes - with spaces;CpmiDictionaryDataType
Sweden Zip Codes - without spaces;CpmiDictionaryDataType
Swedvdr.org;application-site
Swepiracy.nu;application-site
Swetorrents.org;application-site
Swetracker.org;application-site
SwiftMQ Router;application-site
Swimmers Passions;application-site
Swirrl;application-site
Switzerland Classification Terms;CpmiWordsDataType
Switzerland EU Data Protection Directive;CpmiCompoundDataType
Switzerland IBAN;CpmiPatternDataType
Switzerland Names and Surnames;CpmiCompoundDataType
Switzerland Personal Information Headers;CpmiDictionaryDataType
Switzerland Personal Names;CpmiDictionaryDataType
Switzerland Social Security Number - AHV;CpmiPatternDataType
Switzerland Surnames;CpmiDictionaryDataType
SWTP_Gateway;service-udp
SWTP_SMS;service-udp
Sybase-SQL Anywhere;application-site
SygolBot;application-site
Sylaps;application-site
Symantec Antivirus;application-site
Symantec Endpoint Protection Manager;application-site
Symantec Endpoint Protection Small Business Edition;application-site
Symantec VERITAS Storage Foundation;application-site
Symantec VIP Access;application-site
Symantec-update;application-site
Sympli;application-site
SymTorrent;application-site
Sync;application-site
Sync web-download;application-site
Sync web-upload;application-site
Sync.ME;application-site
Synchrophasor Protocol (IEEE C37.118);application-site
Synchrophasor Protocol (IEEE C37.118) - configuration Frame 1;application-site
Synchrophasor Protocol (IEEE C37.118) - send CFG-1 frame;application-site
Synchrophasor Protocol (IEEE C37.118) - send CFG-2 frame;application-site
Synchrophasor Protocol (IEEE C37.118)-configuration Frame 2;application-site
Synchrophasor Protocol (IEEE C37.118)-configuration Frame 3;application-site
Synchrophasor Protocol (IEEE C37.118)-data Frame;application-site
Synchrophasor Protocol (IEEE C37.118)-data transmission off;application-site
Synchrophasor Protocol (IEEE C37.118)-data transmission on;application-site
Synchrophasor Protocol (IEEE C37.118)-extended frame;application-site
Synchrophasor Protocol (IEEE C37.118)-header frame;application-site
Synchrophasor Protocol (IEEE C37.118)-send HDR frame;application-site
Synchroteam;application-site
SyncIT;application-site
SyncMate;application-site
Syncplicity;application-site
Syncplicity-download;application-site
Syncplicity-upload;application-site
SyncTV;application-site
SyncWizard;application-site
SyndARn;application-site
Syndie;application-site
Syndirella;application-site
Synergy2;application-site
Synology Quickconnect;application-site
SynooBot;application-site
syslog;service-udp
SysOrb;application-site
System Center Configuration Manager (SCCM);application-site
SYSTEMSAFE;application-site
T-online Mail;application-site
T.120;service-tcp
TAATU;application-site
Tabblo;application-site
Tableau;application-site
Tableau Public;application-site
TabUp;application-site
TACACS;service-udp
TACACS Protocol;application-site
TACACSplus;service-tcp
TacTic 24-7;application-site
Tag Distribution Protocol;application-site
Tagatum TagSpider;application-site
Tagged;application-site
Tagoo;application-site
Tails;application-site
Takeabyte.org;application-site
TakingITGlobal;application-site
Takipi;application-site
Tales Runner;application-site
TALICIOUS;application-site
Talk World;application-site
talk2M;application-site
Talkative IRC;application-site
Talkatone;application-site
TalkBox;application-site
TalkOn;application-site
TalkPortalCrawler;application-site
Talkr;application-site
Tall Passions;application-site
Taltopia;application-site
tamiljunction;application-site
Tamilthunder.com;application-site
Tango;application-site
Tanium;application-site
Tankafett.com;application-site
Taobao;application-site
Tape it off the Internet;application-site
tape.tv;application-site
Tapedown.com;application-site
Tappin;application-site
Taptu;application-site
Tardis Box-download;application-site
Tardis Box-upload;application-site
TAROBY;application-site
Tasapspider;application-site
TasBot;application-site
TaskBin;application-site
Tasteless;application-site-category
Tattoo Passions;application-site
TAZ-E;application-site
tazaar;application-site
TChat;application-site
Tchat System;application-site
TCNet - Application Specific Data Packet;application-site
TCNet - Beat Grid Data;application-site
TCNet - Big Wave Form Data;application-site
TCNet - Control Packet;application-site
TCNet - CUE Data;application-site
TCNet - Error;application-site
TCNet - Keyboard Data Packet;application-site
TCNet - Meta Data;application-site
TCNet - Metrics Data;application-site
TCNet - Mixer Data;application-site
TCNet - Opt IN Packet;application-site
TCNet - Opt OUT Packet;application-site
TCNet - Request Packet;application-site
TCNet - Small Wave Form Data;application-site
TCNet - Status Packet;application-site
TCNet - Text Data Packet;application-site
TCNet - Time Packet;application-site
TCNet - Time Sync Packet;application-site
TCNet Data File Packet - Low Res Artwork File;application-site
TCNet Protocol;application-site
tcp-high-ports;service-tcp
TCP-over-DNS;application-site
Teach Us About;application-site
TeacherTube;application-site
Team Apart;application-site
Team Fortress;application-site
Team Foundation Server;application-site
Teambox;application-site
TeamDrive;application-site
TeamDrive-upload;application-site
Teamness;application-site
Teamo;application-site
TeamSpeak;application-site
TeamSupport;application-site
Teamup Calendar;application-site
Teamup Calendar-upload;application-site
TeamViewer;application-site
TeamViewer-web-Join Meeting;application-site
TeamViewer-web-Management Console;application-site
Teamwork;application-site
Technoratibot;application-site
TED;application-site
TeeBeeDee;application-site
Teebo Viewer;application-site
TeleDesktop;application-site
Telegram;application-site
Telegram-call;application-site
Telenet-WebMail;application-site
Telephone;application-site
Television Broadcasts Limited;application-site
Television Broadcasts Limited-myTV;application-site
Telex;application-site
TellBaby;application-site
telnet;service-tcp
Tencent Housekeeper;application-site
Tencent Map;application-site
Tencent News;application-site
Tencent Weibo;application-site
Tencent Weibo-posting;application-site
Tengaged;application-site
Teoma;application-site
TeraCopy;application-site
Teredo Protocol;application-site
Terraria;application-site
TerrawizBot;application-site
Terrortrojan;service-tcp
Tesla Car App;application-site
Testbot;application-site
Testcard TV;application-site
TestMy.net;application-site
Text File;CpmiFileDataType
TextFlow;application-site
Texthelp;application-site
TextMe;application-site
TextMessagePLUS;application-site
tftp;service-udp
TgCom24;application-site
Thaicyberupload;application-site
Thailand Classification Terms;CpmiWordsDataType
ThaiSUE-Crawler;application-site
That The Trend;application-site
ThatsHow-upload;application-site
ThatsHow-video;application-site
The AllyBox;application-site
The Book Oven;application-site
The Business District;application-site
The Cloak;application-site
The Family Post;application-site
The Game Crafter;application-site
The Huddle;application-site
The Manor;application-site
The Motley Fool;application-site
The Motley Fool-posting;application-site
The Palace;application-site
The Shorty Awards;application-site
The Sims Online;application-site
The Superficial;application-site
The Switchboard;application-site
The Truth Spy;application-site
The Twitter Toolbar;application-site
The Unity protocol (UMAS );application-site
The Unity protocol (UMAS ) - Check PLC;application-site
The Unity protocol (UMAS ) - Data Information Request;application-site
The Unity protocol (UMAS ) - Disable Data Dictionary;application-site
The Unity protocol (UMAS ) - Download Block;application-site
The Unity protocol (UMAS ) - Enable Data Dictionary;application-site
The Unity protocol (UMAS ) - End Strategy Download;application-site
The Unity protocol (UMAS ) - End Strategy Upload;application-site
The Unity protocol (UMAS ) - Error response;application-site
The Unity protocol (UMAS ) - Get Status Module;application-site
The Unity protocol (UMAS ) - Init;application-site
The Unity protocol (UMAS ) - Initialize Upload;application-site
The Unity protocol (UMAS ) - Keep Alive;application-site
The Unity protocol (UMAS ) - M580 Read Memory;application-site
The Unity protocol (UMAS ) - Mirror;application-site
The Unity protocol (UMAS ) - Monitor PLC;application-site
The Unity protocol (UMAS ) - OK response;application-site
The Unity protocol (UMAS ) - Read Card Info;application-site
The Unity protocol (UMAS ) - Read Coils Registers;application-site
The Unity protocol (UMAS ) - Read Ethernet Master Data;application-site
The Unity protocol (UMAS ) - Read ID;application-site
The Unity protocol (UMAS ) - Read IO Object;application-site
The Unity protocol (UMAS ) - Read Memory Block;application-site
The Unity protocol (UMAS ) - Read PLC Info (GETPLCSTATUS);application-site
The Unity protocol (UMAS ) - Read Project Info;application-site
The Unity protocol (UMAS ) - Read Variables;application-site
The Unity protocol (UMAS ) - Release PLC Reservation;application-site
The Unity protocol (UMAS ) - Resopnse PLC is ON;application-site
The Unity protocol (UMAS ) - Response PLC is OFF;application-site
The Unity protocol (UMAS ) - Start PLC;application-site
The Unity protocol (UMAS ) - Stop PLC;application-site
The Unity protocol (UMAS ) - Take PLC Reservation;application-site
The Unity protocol (UMAS ) - Upload Block;application-site
The Unity protocol (UMAS ) - Write Coils Registers;application-site
